root_translateX,root_translateY,root_translateZ,root_rotateX,root_rotateY,root_rotateZ,waist_yaw_joint,waist_roll_joint,waist_pitch_joint,head_yaw_joint,head_pitch_joint,left_shoulder_pitch_joint,left_shoulder_roll_joint,left_shoulder_yaw_joint,left_elbow_joint,left_wrist_roll_joint,left_wrist_pitch_joint,left_wrist_yaw_joint,right_shoulder_pitch_joint,right_shoulder_roll_joint,right_shoulder_yaw_joint,right_elbow_joint,right_wrist_roll_joint,right_wrist_pitch_joint,right_wrist_yaw_joint,left_hip_pitch_joint,left_hip_roll_joint,left_hip_yaw_joint,left_knee_joint,left_ankle_pitch_joint,left_ankle_roll_joint,right_hip_pitch_joint,right_hip_roll_joint,right_hip_yaw_joint,right_knee_joint,right_ankle_pitch_joint,right_ankle_roll_joint
-50.0,-61.5,106.839,0.0,0.0,0.0,-5.566238635157612e-10,5.99883910503158e-07,5.02199104410171e-05,0.0,0.0,17.179007305186747,6.875378593633548,-0.006099284964442244,45.835013230073905,-0.004414013895312163,0.0003904788077282062,0.00017845007172011588,17.184883752800214,-6.879509140606386,0.00557333181482208,45.832267669306965,0.0005299600856511937,0.00015882092613540594,0.0003666842114180006,-7.511478327935857,0.32086523554708973,-1.9938946066274394,14.140615764212528,-6.8984444076343525,-0.4469137350460012,-7.51147790205404,-0.3208635484676709,1.99389432870284,14.140615852326007,-6.898444840858959,0.446915741389927
-50.0,-61.5,106.839,0.0,0.0,0.0,-6.135790002455587e-10,6.612655227267336e-07,5.5358536456186704e-05,0.0,0.0,17.178012060552824,6.8753668318750965,-0.006723378956585592,45.83484845195096,-0.0048656667643552295,0.00043043356953769254,0.0001967095264442908,17.184489800887008,-6.879920026677154,0.006143608973887383,45.8318219585846,0.0005841869183797625,0.00017507187791181852,0.00040420425101180934,-7.51147849510734,0.3208661431755474,-1.9938947580209405,14.140617542616583,-6.898447738667044,-0.44691441598617004,-7.511478025648237,-0.3208642834699707,1.9938944516584056,14.140617639746052,-6.898448216220269,0.44691662762419143
-50.0,-61.5,106.839,0.0,0.0,0.0,-6.742524092662279e-10,7.266543862888976e-07,6.083263371806764e-05,0.0,0.0,17.17695184213853,6.875354302259293,-0.007388216444945888,45.83467291641502,-0.005346805443537297,0.00047299674723825814,0.00021616103562475513,17.18407013012618,-6.880357737128994,0.006751116238618649,45.83134714998058,0.0006419539081711252,0.00019238376057453902,0.0004441737575296627,-7.511478673192486,0.3208671100578308,-1.99389491929805,14.140619437122378,-6.898451287163643,-0.4469151413809941,-7.5114781573111875,-0.3208650664563302,1.9938945826410306,14.140619543856442,-6.898451811939445,0.44691757171557805
-50.0,-61.5,106.839,0.0,0.0,0.0,-7.387566017716938e-10,7.961717566000101e-07,6.665235325045325e-05,0.0,0.0,17.175824683902363,6.875340981551542,-0.008095030286894895,45.83448629795754,-0.005858322143929274,0.0005182472688812128,0.0002368406696349535,17.18362396229117,-6.880823083640802,0.00739698015470988,45.830842363022136,0.0007033681766308707,0.00021078867682916615,0.0004866668493863899,-7.51147886252153,0.3208681379869012,-1.9938950907578359,14.140621451243039,-6.898455059704387,-0.4469159125756265,-7.511478297287042,-0.320865898878699,1.9938947218936058,14.140621568188104,-6.8984556346842965,0.44691857541478547
-50.0,-61.5,106.839,0.0,0.0,0.0,-8.07203630869745e-10,8.699383953824664e-07,7.282780474753138e-05,0.0,0.0,17.174628627807525,6.8753268466118485,-0.008845048320260552,45.83428827239526,-0.0064011054439899965,0.0005662637411645433,0.00025878435198882765,17.18315052232395,-6.881316874586741,0.008082322681156232,45.830306720821376,0.0007685364092220086,0.00023031859867604317,0.000531757343225796,-7.511479063423364,0.3208692287484202,-1.9938952726981485,14.14062358847738,-6.898459062842728,-0.44691673090974393,-7.511478445818961,-0.3208667821831152,1.9938948696580334,14.140623716257602,-6.898459691095483,0.4469196404653844
-50.0,-61.5,106.839,0.0,0.0,0.0,-8.797050921785002e-10,9.480745713135186e-07,7.936905662769886e-05,0.0,0.0,17.173361723811464,6.875311874394693,-0.009639493369862816,45.83407851686854,-0.006976040294296179,0.0006171244498513419,0.00028202785953204,17.182649038330883,-6.881839915040555,0.008808261196226269,45.82973935007051,0.0008375648558328621,0.00025100536758044677,0.0005795187543135922,-7.511479276225536,0.32087038412075863,-1.993895465415622,14.140625852309938,-6.898463303105357,-0.4469175977175534,-7.511478603149105,-0.32086771780971285,1.9938950261752275,14.14062599156713,-6.898463987786554,0.4469207686038267
-50.0,-61.5,106.839,0.0,0.0,0.0,-9.563721244228766e-10,1.0307000606681012e-06,8.628613608737625e-05,0.0,0.0,17.172022029855462,6.875296041948909,-0.010479583254049556,45.83385670983954,-0.007584008022272397,0.0006709073601882362,0.00030660682263319703,17.18211874157862,-6.882393006779863,0.009575908503434242,45.829139381037244,0.0009105593313449634,0.00027288069464277644,0.0006300242969303282,-7.511479501254256,0.32087160587500635,-1.9938956692056768,14.140628246210978,-6.898467786992245,-0.4469185143277993,-7.511478769518654,-0.32086870719272986,1.9938951916851153,14.140628397604551,-6.898468531343979,0.44692196155945496
-50.0,-61.5,106.839,0.0,0.0,0.0,-1.037315410031052e-09,1.11793414796165e-06,9.358902915482223e-05,0.0,0.0,17.17060761185422,6.87527932641756,-0.011366530791232394,45.83362253109057,-0.008225886336921033,0.0007276901173238169,0.00033255672537507215,17.181558866489954,-6.882976948290468,0.010386372837512332,45.828505947560124,0.0009876252162009458,0.00029597616076874347,0.0006833468847643214,-7.511479738834393,0.3208728957749819,-1.9938958843625196,14.140630773636522,-6.898472520976675,-0.4469194820637707,-7.511478945167789,-0.32086975176051585,1.9938953664266408,14.140630937843406,-6.898473328327187,0.44692322105451193
-50.0,-61.5,106.839,0.0,0.0,0.0,-1.1226451757309362e-09,1.2098956265929295e-06,0.0001012876807439484,0.0,0.0,17.16911654368543,6.875261705037813,-0.012301543806422583,45.83337566172233,-0.008902549333552248,0.0007875500467270675,0.00035991290574582957,17.18096865063971,-6.883592534770655,0.01124075787038294,45.82783818704382,0.0010688674569724404,0.0003203232168395601,0.0007395591313045901,-7.5114799892894775,0.32087425557724175,-1.9938961111791462,14.140633438028358,-6.898477511505281,-0.4469205022433085,-7.5114791303357045,-0.3208708529355393,1.9938955506377622,14.140633615742933,-6.898478385268602,0.4469245488041492
-50.0,-61.5,106.839,0.0,0.0,0.0,-1.2124711931466327e-09,1.3067027994868506e-06,0.00010939199470813361,0.0,0.0,17.16754690717935,6.875243155140822,-0.01328582513776685,45.833115784152184,-0.009614867498513943,0.0008505641546057911,0.0003887105558302469,17.1803473347506,-6.884240558135498,0.01214016271713092,45.827135240454474,0.0011543905669279663,0.00034595318388212835,0.0007987333502337817,-7.511480252941704,0.32087568703108993,-1.9938963499473428,14.14063624281407,-6.898482764998079,-0.4469215761788124,-7.51147932526061,-0.3208720121343959,1.993895744555456,14.140636434748089,-6.898483708673674,0.44692594651643713
-50.0,-61.5,106.839,0.0,0.0,0.0,-1.3069027793949082e-09,1.408473479737299e-06,0.00011791183389403891,0.0,0.0,17.165896792108384,6.875223654151599,-0.014320572643083299,45.832842582112455,-0.01036370771392173,0.0009168091283250428,0.0004189847220009395,17.179694162689117,-6.884921807021163,0.013085681941975881,45.82639625231509,0.0012442986266008283,0.00037289725323923006,0.0008609415558211072,-7.511480530111935,0.3208771918785875,-1.9938966009576868,14.140639191407043,-6.898488287848499,-0.4469227051772483,-7.511479530179725,-0.32087323076781593,1.993895948415718,14.14063939828957,-6.898489305020921,0.4469274158923737
