schema,pp_serve_clip_v1
policy_hz,50.0000000000
frame,time_s,phase,event_mask,left_hip_pitch_joint,right_hip_pitch_joint,waist_yaw_joint,left_hip_roll_joint,right_hip_roll_joint,waist_roll_joint,left_hip_yaw_joint,right_hip_yaw_joint,waist_pitch_joint,left_knee_joint,right_knee_joint,head_yaw_joint,left_shoulder_pitch_joint,right_shoulder_pitch_joint,left_ankle_pitch_joint,right_ankle_pitch_joint,head_pitch_joint,left_shoulder_roll_joint,right_shoulder_roll_joint,left_ankle_roll_joint,right_ankle_roll_joint,left_shoulder_yaw_joint,right_shoulder_yaw_joint,left_elbow_joint,right_elbow_joint,left_wrist_roll_joint,right_wrist_roll_joint,left_wrist_pitch_joint,right_wrist_pitch_joint,left_wrist_yaw_joint,right_wrist_yaw_joint
41,0.8200000000,APPROACH_READY,0,-0.1698781229,-0.1698781229,0.0000000000,0.0060000000,-0.0060000000,0.0000000000,-0.0350000000,0.0350000000,0.0000000000,0.2470000000,0.2470000000,0.0000000000,-0.6368032032,-0.1871252902,-0.0811218771,-0.0811218771,0.0000000000,0.0219425276,-0.4844275317,-0.0080000000,0.0080000000,-0.8212443223,0.2390078131,1.1520729079,0.2270880336,-2.0410845006,0.3358652556,0.2971611094,-0.1729160289,-0.3444255530,-0.1062414628
42,0.8400000000,APPROACH_READY,0,-0.1709388448,-0.1709388448,0.0000000000,0.0060000000,-0.0060000000,0.0000000000,-0.0350000000,0.0350000000,0.0000000000,0.2470000000,0.2470000000,0.0000000000,-0.6623622473,-0.2004156555,-0.0800611552,-0.0800611552,0.0000000000,0.0192672003,-0.4943703023,-0.0080000000,0.0080000000,-0.8436505436,0.2455287251,1.1616786042,0.2114571282,-2.0967719371,0.3450287542,0.3052686328,-0.1776337417,-0.3538226044,-0.1091400761
43,0.8600000000,APPROACH_READY,0,-0.1719630488,-0.1719630488,0.0000000000,0.0060000000,-0.0060000000,0.0000000000,-0.0350000000,0.0350000000,0.0000000000,0.2470000000,0.2470000000,0.0000000000,-0.6870413611,-0.2132484687,-0.0790369512,-0.0790369512,0.0000000000,0.0166839773,-0.5039707696,-0.0080000000,0.0080000000,-0.8652853779,0.2518251394,1.1709536017,0.1963643535,-2.1505422022,0.3538767778,0.3130970356,-0.1821890361,-0.3628961402,-0.1119388978
44,0.8800000000,APPROACH_READY,0,-0.1729478136,-0.1729478136,0.0000000000,0.0060000000,-0.0060000000,0.0000000000,-0.0350000000,0.0350000000,0.0000000000,0.2470000000,0.2470000000,0.0000000000,-0.7107701501,-0.2255871255,-0.0780521864,-0.0780521864,0.0000000000,0.0142002272,-0.5132015493,-0.0080000000,0.0080000000,-0.8860871142,0.2578790960,1.1798714445,0.1818527602,-2.2022419224,0.3623840884,0.3206239882,-0.1865689186,-0.3716202791,-0.1146299446
45,0.9000000000,APPROACH_READY,0,-0.1738902176,-0.1738902176,0.0000000000,0.0060000000,-0.0060000000,0.0000000000,-0.0350000000,0.0350000000,0.0000000000,0.2470000000,0.2470000000,0.0000000000,-0.7334782198,-0.2373950218,-0.0771097824,-0.0771097824,0.0000000000,0.0118233183,-0.5220352572,-0.0080000000,0.0080000000,-0.9059940416,0.2636726352,1.1884056768,0.1679653985,-2.2517177237,0.3705254479,0.3278271608,-0.1907603957,-0.3799691399,-0.1172052331
46,0.9200000000,APPROACH_READY,0,-0.1747873395,-0.1747873395,0.0000000000,0.0060000000,-0.0060000000,0.0000000000,-0.0350000000,0.0350000000,0.0000000000,0.2470000000,0.2470000000,0.0000000000,-0.7550951759,-0.2486355534,-0.0762126605,-0.0762126605,0.0000000000,0.0095606188,-0.5304445089,-0.0080000000,0.0080000000,-0.9249444491,0.2691877972,1.1965298427,0.1547453190,-2.2988162327,0.3782756183,0.3346842239,-0.1947504741,-0.3879168412,-0.1196567801
47,0.9400000000,APPROACH_READY,0,-0.1756362578,-0.1756362578,0.0000000000,0.0060000000,-0.0060000000,0.0000000000,-0.0350000000,0.0350000000,0.0000000000,0.2470000000,0.2470000000,0.0000000000,-0.7755506239,-0.2592721161,-0.0753637422,-0.0753637422,0.0000000000,0.0074194973,-0.5384019202,-0.0080000000,0.0080000000,-0.9428766258,0.2744066221,1.2042174862,0.1422355721,-2.3433840755,0.3856093617,0.3411728478,-0.1985261602,-0.3954375018,-0.1219766021
48,0.9600000000,APPROACH_READY,0,-0.1764340512,-0.1764340512,0.0000000000,0.0060000000,-0.0060000000,0.0000000000,-0.0350000000,0.0350000000,0.0000000000,0.2470000000,0.2470000000,0.0000000000,-0.7947741694,-0.2692681058,-0.0745659488,-0.0745659488,0.0000000000,0.0054073220,-0.5458801069,-0.0080000000,0.0080000000,-0.9597288606,0.2793111501,1.2114421514,0.1304792083,-2.3852678784,0.3925014400,0.3472707028,-0.2020744606,-0.4025052406,-0.1241567159
49,0.9800000000,APPROACH_READY,0,-0.1771777981,-0.1771777981,0.0000000000,0.0060000000,-0.0060000000,0.0000000000,-0.0350000000,0.0350000000,0.0000000000,0.2470000000,0.2470000000,0.0000000000,-0.8126954180,-0.2785869183,-0.0738222019,-0.0738222019,0.0000000000,0.0035314612,-0.5528516847,-0.0080000000,0.0080000000,-0.9754394427,0.2838834214,1.2181773825,0.1195192781,-2.4243142678,0.3989266152,0.3529554593,-0.2053823818,-0.4090941761,-0.1261891382
50,1.0000000000,APPROACH_READY,0,-0.1778645772,-0.1778645772,0.0000000000,0.0060000000,-0.0060000000,0.0000000000,-0.0350000000,0.0350000000,0.0000000000,0.2470000000,0.2470000000,0.0000000000,-0.8292439751,-0.2871919494,-0.0731354228,-0.0731354228,0.0000000000,0.0017992835,-0.5592892692,-0.0080000000,0.0080000000,-0.9899466610,0.2881054762,1.2243967236,0.1093988319,-2.4603698699,0.4048596493,0.3582047876,-0.2084369302,-0.4151784273,-0.1280658855
51,1.0200000000,APPROACH_READY,0,-0.1784914670,-0.1784914670,0.0000000000,0.0060000000,-0.0060000000,0.0000000000,-0.0350000000,0.0350000000,0.0000000000,0.2470000000,0.2470000000,0.0000000000,-0.8443494465,-0.2950465950,-0.0725085330,-0.0725085330,0.0000000000,0.0002181570,-0.5651654763,-0.0080000000,0.0080000000,-1.0031888047,0.2919593547,1.2300737188,0.1001609202,-2.4932813110,0.4102753044,0.3629963581,-0.2112251125,-0.4207321127,-0.1297789746
52,1.0400000000,APPROACH_READY,0,-0.1790555461,-0.1790555461,0.0000000000,0.0060000000,-0.0060000000,0.0000000000,-0.0350000000,0.0350000000,0.0000000000,0.2470000000,0.2470000000,0.0000000000,-0.8579414376,-0.3021142508,-0.0719444539,-0.0719444539,0.0000000000,-0.0012045498,-0.5704529217,-0.0080000000,0.0080000000,-1.0151041627,0.2954270970,1.2351819121,0.0918485934,-2.5228952174,0.4151483423,0.3673078412,-0.2137339352,-0.4257293513,-0.1313204222
53,1.0600000000,APPROACH_READY,0,-0.1795538930,-0.1795538930,0.0000000000,0.0060000000,-0.0060000000,0.0000000000,-0.0350000000,0.0350000000,0.0000000000,0.2470000000,0.2470000000,0.0000000000,-0.8699495541,-0.3083583127,-0.0714461070,-0.0714461070,0.0000000000,-0.0024614686,-0.5751242211,-0.0080000000,0.0080000000,-1.0256310241,0.2984907432,1.2396948476,0.0845049020,-2.5490582154,0.4194535252,0.3711169072,-0.2159504048,-0.4301442616,-0.1326822449
54,1.0800000000,APPROACH_READY,0,-0.1799835864,-0.1799835864,0.0000000000,0.0060000000,-0.0060000000,0.0000000000,-0.0350000000,0.0350000000,0.0000000000,0.2470000000,0.2470000000,0.0000000000,-0.8803034014,-0.3137421766,-0.0710164136,-0.0710164136,0.0000000000,-0.0035452310,-0.5791519903,-0.0080000000,0.0080000000,-1.0347076779,0.3011323337,1.2435860695,0.0781728965,-2.5716169314,0.4231656150,0.3744012264,-0.2178615278,-0.4339509625,-0.1338564594
55,1.1000000000,APPROACH_READY,0,-0.1803417048,-0.1803417048,0.0000000000,0.0060000000,-0.0060000000,0.0000000000,-0.0350000000,0.0350000000,0.0000000000,0.2470000000,0.2470000000,0.0000000000,-0.8889325852,-0.3182292382,-0.0706582952,-0.0706582952,0.0000000000,-0.0044484687,-0.5825088449,-0.0080000000,0.0080000000,-1.0422724131,0.3033339085,1.2468291219,0.0728956273,-2.5904179915,0.4262593736,0.3771384692,-0.2194543108,-0.4371235727,-0.1348350823
56,1.1200000000,APPROACH_READY,0,-0.1806253268,-0.1806253268,0.0000000000,0.0060000000,-0.0060000000,0.0000000000,-0.0350000000,0.0350000000,0.0000000000,0.2470000000,0.2470000000,0.0000000000,-0.8957667111,-0.3217828934,-0.0703746732,-0.0703746732,0.0000000000,-0.0051638133,-0.5851674007,-0.0080000000,0.0080000000,-1.0482635189,0.3050775079,1.2493975488,0.0687161449,-2.6053080222,0.4287095632,0.3793063060,-0.2207157603,-0.4396362110,-0.1356101304
57,1.1400000000,APPROACH_READY,0,-0.1808315310,-0.1808315310,0.0000000000,0.0060000000,-0.0060000000,0.0000000000,-0.0350000000,0.0350000000,0.0000000000,0.2470000000,0.2470000000,0.0000000000,-0.9007353846,-0.3243665379,-0.0701684690,-0.0701684690,0.0000000000,-0.0056838965,-0.5871002735,-0.0080000000,0.0080000000,-1.0526192842,0.3063451720,1.2512648944,0.0656774998,-2.6161336496,0.4304909457,0.3808824071,-0.2216328828,-0.4414629961,-0.1361736203
58,1.1600000000,APPROACH_READY,0,-0.1809573958,-0.1809573958,0.0000000000,0.0060000000,-0.0060000000,0.0000000000,-0.0350000000,0.0350000000,0.0000000000,0.2470000000,0.2470000000,0.0000000000,-0.9037682113,-0.3259435677,-0.0700426042,-0.0700426042,0.0000000000,-0.0060013498,-0.5882800790,-0.0080000000,0.0080000000,-1.0552779981,0.3071189410,1.2524047027,0.0638227423,-2.6227415001,0.4315782830,0.3818444428,-0.2221926848,-0.4425780467,-0.1365175687
59,1.1800000000,SERVE_READY,1,-0.1810000000,-0.1810000000,0.0000000000,0.0060000000,-0.0060000000,0.0000000000,-0.0350000000,0.0350000000,0.0000000000,0.2470000000,0.2470000000,0.0000000000,-0.9047947967,-0.3264773786,-0.0700000000,-0.0700000000,0.0000000000,-0.0061088050,-0.5886794329,-0.0080000000,0.0080000000,-1.0561779496,0.3073808551,1.2527905179,0.0631949231,-2.6249782000,0.4319463372,0.3821700835,-0.2223821729,-0.4429554816,-0.1366339922
60,1.2000000000,SERVE_READY,0,-0.1810000000,-0.1810000000,0.0000000000,0.0060000000,-0.0060000000,0.0000000000,-0.0350000000,0.0350000000,0.0000000000,0.2470000000,0.2470000000,0.0000000000,-0.9047947967,-0.3264773786,-0.0700000000,-0.0700000000,0.0000000000,-0.0061088050,-0.5886794329,-0.0080000000,0.0080000000,-1.0561779496,0.3073808551,1.2527905179,0.0631949231,-2.6249782000,0.4319463372,0.3821700835,-0.2223821729,-0.4429554816,-0.1366339922
61,1.2200000000,SERVE_READY,0,-0.1810000000,-0.1810000000,0.0000000000,0.0060000000,-0.0060000000,0.0000000000,-0.0350000000,0.0350000000,0.0000000000,0.2470000000,0.2470000000,0.0000000000,-0.9047947967,-0.3264773786,-0.0700000000,-0.0700000000,0.0000000000,-0.0061088050,-0.5886794329,-0.0080000000,0.0080000000,-1.0561779496,0.3073808551,1.2527905179,0.0631949231,-2.6249782000,0.4319463372,0.3821700835,-0.2223821729,-0.4429554816,-0.1366339922
62,1.2400000000,SERVE_READY,0,-0.1810000000,-0.1810000000,0.0000000000,0.0060000000,-0.0060000000,0.0000000000,-0.0350000000,0.0350000000,0.0000000000,0.2470000000,0.2470000000,0.0000000000,-0.9047947967,-0.3264773786,-0.0700000000,-0.0700000000,0.0000000000,-0.0061088050,-0.5886794329,-0.0080000000,0.0080000000,-1.0561779496,0.3073808551,1.2527905179,0.0631949231,-2.6249782000,0.4319463372,0.3821700835,-0.2223821729,-0.4429554816,-0.1366339922
63,1.2600000000,SERVE_READY,0,-0.1810000000,-0.1810000000,0.0000000000,0.0060000000,-0.0060000000,0.0000000000,-0.0350000000,0.0350000000,0.0000000000,0.2470000000,0.2470000000,0.0000000000,-0.9047947967,-0.3264773786,-0.0700000000,-0.0700000000,0.0000000000,-0.0061088050,-0.5886794329,-0.0080000000,0.0080000000,-1.0561779496,0.3073808551,1.2527905179,0.0631949231,-2.6249782000,0.4319463372,0.3821700835,-0.2223821729,-0.4429554816,-0.1366339922
64,1.2800000000,SERVE_READY,0,-0.1810000000,-0.1810000000,0.0000000000,0.0060000000,-0.0060000000,0.0000000000,-0.0350000000,0.0350000000,0.0000000000,0.2470000000,0.2470000000,0.0000000000,-0.9047947967,-0.3264773786,-0.0700000000,-0.0700000000,0.0000000000,-0.0061088050,-0.5886794329,-0.0080000000,0.0080000000,-1.0561779496,0.3073808551,1.2527905179,0.0631949231,-2.6249782000,0.4319463372,0.3821700835,-0.2223821729,-0.4429554816,-0.1366339922
65,1.3000000000,SERVE_READY,0,-0.1810000000,-0.1810000000,0.0000000000,0.0060000000,-0.0060000000,0.0000000000,-0.0350000000,0.0350000000,0.0000000000,0.2470000000,0.2470000000,0.0000000000,-0.9047947967,-0.3264773786,-0.0700000000,-0.0700000000,0.0000000000,-0.0061088050,-0.5886794329,-0.0080000000,0.0080000000,-1.0561779496,0.3073808551,1.2527905179,0.0631949231,-2.6249782000,0.4319463372,0.3821700835,-0.2223821729,-0.4429554816,-0.1366339922
66,1.3200000000,SERVE_READY,0,-0.1810000000,-0.1810000000,0.0000000000,0.0060000000,-0.0060000000,0.0000000000,-0.0350000000,0.0350000000,0.0000000000,0.2470000000,0.2470000000,0.0000000000,-0.9047947967,-0.3264773786,-0.0700000000,-0.0700000000,0.0000000000,-0.0061088050,-0.5886794329,-0.0080000000,0.0080000000,-1.0561779496,0.3073808551,1.2527905179,0.0631949231,-2.6249782000,0.4319463372,0.3821700835,-0.2223821729,-0.4429554816,-0.1366339922
67,1.3400000000,SERVE_READY,0,-0.1810000000,-0.1810000000,0.0000000000,0.0060000000,-0.0060000000,0.0000000000,-0.0350000000,0.0350000000,0.0000000000,0.2470000000,0.2470000000,0.0000000000,-0.9047947967,-0.3264773786,-0.0700000000,-0.0700000000,0.0000000000,-0.0061088050,-0.5886794329,-0.0080000000,0.0080000000,-1.0561779496,0.3073808551,1.2527905179,0.0631949231,-2.6249782000,0.4319463372,0.3821700835,-0.2223821729,-0.4429554816,-0.1366339922
68,1.3600000000,SERVE_READY,0,-0.1810000000,-0.1810000000,0.0000000000,0.0060000000,-0.0060000000,0.0000000000,-0.0350000000,0.0350000000,0.0000000000,0.2470000000,0.2470000000,0.0000000000,-0.9047947967,-0.3264773786,-0.0700000000,-0.0700000000,0.0000000000,-0.0061088050,-0.5886794329,-0.0080000000,0.0080000000,-1.0561779496,0.3073808551,1.2527905179,0.0631949231,-2.6249782000,0.4319463372,0.3821700835,-0.2223821729,-0.4429554816,-0.1366339922
69,1.3800000000,SERVE_READY,0,-0.1810000000,-0.1810000000,0.0000000000,0.0060000000,-0.0060000000,0.0000000000,-0.0350000000,0.0350000000,0.0000000000,0.2470000000,0.2470000000,0.0000000000,-0.9047947967,-0.3264773786,-0.0700000000,-0.0700000000,0.0000000000,-0.0061088050,-0.5886794329,-0.0080000000,0.0080000000,-1.0561779496,0.3073808551,1.2527905179,0.0631949231,-2.6249782000,0.4319463372,0.3821700835,-0.2223821729,-0.4429554816,-0.1366339922
70,1.4000000000,SERVE_READY,0,-0.1810000000,-0.1810000000,0.0000000000,0.0060000000,-0.0060000000,0.0000000000,-0.0350000000,0.0350000000,0.0000000000,0.2470000000,0.2470000000,0.0000000000,-0.9047947967,-0.3264773786,-0.0700000000,-0.0700000000,0.0000000000,-0.0061088050,-0.5886794329,-0.0080000000,0.0080000000,-1.0561779496,0.3073808551,1.2527905179,0.0631949231,-2.6249782000,0.4319463372,0.3821700835,-0.2223821729,-0.4429554816,-0.1366339922
71,1.4200000000,SERVE_READY,0,-0.1810000000,-0.1810000000,0.0000000000,0.0060000000,-0.0060000000,0.0000000000,-0.0350000000,0.0350000000,0.0000000000,0.2470000000,0.2470000000,0.0000000000,-0.9047947967,-0.3264773786,-0.0700000000,-0.0700000000,0.0000000000,-0.0061088050,-0.5886794329,-0.0080000000,0.0080000000,-1.0561779496,0.3073808551,1.2527905179,0.0631949231,-2.6249782000,0.4319463372,0.3821700835,-0.2223821729,-0.4429554816,-0.1366339922
72,1.4400000000,SERVE_READY,0,-0.1810000000,-0.1810000000,0.0000000000,0.0060000000,-0.0060000000,0.0000000000,-0.0350000000,0.0350000000,0.0000000000,0.2470000000,0.2470000000,0.0000000000,-0.9047947967,-0.3264773786,-0.0700000000,-0.0700000000,0.0000000000,-0.0061088050,-0.5886794329,-0.0080000000,0.0080000000,-1.0561779496,0.3073808551,1.2527905179,0.0631949231,-2.6249782000,0.4319463372,0.3821700835,-0.2223821729,-0.4429554816,-0.1366339922
73,1.4600000000,SERVE_READY,0,-0.1810000000,-0.1810000000,0.0000000000,0.0060000000,-0.0060000000,0.0000000000,-0.0350000000,0.0350000000,0.0000000000,0.2470000000,0.2470000000,0.0000000000,-0.9047947967,-0.3264773786,-0.0700000000,-0.0700000000,0.0000000000,-0.0061088050,-0.5886794329,-0.0080000000,0.0080000000,-1.0561779496,0.3073808551,1.2527905179,0.0631949231,-2.6249782000,0.4319463372,0.3821700835,-0.2223821729,-0.4429554816,-0.1366339922
74,1.4800000000,SERVE_READY,0,-0.1810000000,-0.1810000000,0.0000000000,0.0060000000,-0.0060000000,0.0000000000,-0.0350000000,0.0350000000,0.0000000000,0.2470000000,0.2470000000,0.0000000000,-0.9047947967,-0.3264773786,-0.0700000000,-0.0700000000,0.0000000000,-0.0061088050,-0.5886794329,-0.0080000000,0.0080000000,-1.0561779496,0.3073808551,1.2527905179,0.0631949231,-2.6249782000,0.4319463372,0.3821700835,-0.2223821729,-0.4429554816,-0.1366339922
75,1.5000000000,SERVE_READY,0,-0.1810000000,-0.1810000000,0.0000000000,0.0060000000,-0.0060000000,0.0000000000,-0.0350000000,0.0350000000,0.0000000000,0.2470000000,0.2470000000,0.0000000000,-0.9047947967,-0.3264773786,-0.0700000000,-0.0700000000,0.0000000000,-0.0061088050,-0.5886794329,-0.0080000000,0.0080000000,-1.0561779496,0.3073808551,1.2527905179,0.0631949231,-2.6249782000,0.4319463372,0.3821700835,-0.2223821729,-0.4429554816,-0.1366339922
76,1.5200000000,SERVE_READY,0,-0.1810000000,-0.1810000000,0.0000000000,0.0060000000,-0.0060000000,0.0000000000,-0.0350000000,0.0350000000,0.0000000000,0.2470000000,0.2470000000,0.0000000000,-0.9047947967,-0.3264773786,-0.0700000000,-0.0700000000,0.0000000000,-0.0061088050,-0.5886794329,-0.0080000000,0.0080000000,-1.0561779496,0.3073808551,1.2527905179,0.0631949231,-2.6249782000,0.4319463372,0.3821700835,-0.2223821729,-0.4429554816,-0.1366339922
77,1.5400000000,SERVE_READY,0,-0.1810000000,-0.1810000000,0.0000000000,0.0060000000,-0.0060000000,0.0000000000,-0.0350000000,0.0350000000,0.0000000000,0.2470000000,0.2470000000,0.0000000000,-0.9047947967,-0.3264773786,-0.0700000000,-0.0700000000,0.0000000000,-0.0061088050,-0.5886794329,-0.0080000000,0.0080000000,-1.0561779496,0.3073808551,1.2527905179,0.0631949231,-2.6249782000,0.4319463372,0.3821700835,-0.2223821729,-0.4429554816,-0.1366339922
78,1.5600000000,SERVE_READY,0,-0.1810000000,-0.1810000000,0.0000000000,0.0060000000,-0.0060000000,0.0000000000,-0.0350000000,0.0350000000,0.0000000000,0.2470000000,0.2470000000,0.0000000000,-0.9047947967,-0.3264773786,-0.0700000000,-0.0700000000,0.0000000000,-0.0061088050,-0.5886794329,-0.0080000000,0.0080000000,-1.0561779496,0.3073808551,1.2527905179,0.0631949231,-2.6249782000,0.4319463372,0.3821700835,-0.2223821729,-0.4429554816,-0.1366339922
79,1.5800000000,SERVE_READY,0,-0.1810000000,-0.1810000000,0.0000000000,0.0060000000,-0.0060000000,0.0000000000,-0.0350000000,0.0350000000,0.0000000000,0.2470000000,0.2470000000,0.0000000000,-0.9047947967,-0.3264773786,-0.0700000000,-0.0700000000,0.0000000000,-0.0061088050,-0.5886794329,-0.0080000000,0.0080000000,-1.0561779496,0.3073808551,1.2527905179,0.0631949231,-2.6249782000,0.4319463372,0.3821700835,-0.2223821729,-0.4429554816,-0.1366339922
80,1.6000000000,SERVE_READY,0,-0.1810000000,-0.1810000000,0.0000000000,0.0060000000,-0.0060000000,0.0000000000,-0.0350000000,0.0350000000,0.0000000000,0.2470000000,0.2470000000,0.0000000000,-0.9047947967,-0.3264773786,-0.0700000000,-0.0700000000,0.0000000000,-0.0061088050,-0.5886794329,-0.0080000000,0.0080000000,-1.0561779496,0.3073808551,1.2527905179,0.0631949231,-2.6249782000,0.4319463372,0.3821700835,-0.2223821729,-0.4429554816,-0.1366339922
81,1.6200000000,SERVE_READY,0,-0.1810000000,-0.1810000000,0.0000000000,0.0060000000,-0.0060000000,0.0000000000,-0.0350000000,0.0350000000,0.0000000000,0.2470000000,0.2470000000,0.0000000000,-0.9047947967,-0.3264773786,-0.0700000000,-0.0700000000,0.0000000000,-0.0061088050,-0.5886794329,-0.0080000000,0.0080000000,-1.0561779496,0.3073808551,1.2527905179,0.0631949231,-2.6249782000,0.4319463372,0.3821700835,-0.2223821729,-0.4429554816,-0.1366339922
82,1.6400000000,SERVE_READY,0,-0.1810000000,-0.1810000000,0.0000000000,0.0060000000,-0.0060000000,0.0000000000,-0.0350000000,0.0350000000,0.0000000000,0.2470000000,0.2470000000,0.0000000000,-0.9047947967,-0.3264773786,-0.0700000000,-0.0700000000,0.0000000000,-0.0061088050,-0.5886794329,-0.0080000000,0.0080000000,-1.0561779496,0.3073808551,1.2527905179,0.0631949231,-2.6249782000,0.4319463372,0.3821700835,-0.2223821729,-0.4429554816,-0.1366339922
83,1.6600000000,SERVE_READY,0,-0.1810000000,-0.1810000000,0.0000000000,0.0060000000,-0.0060000000,0.0000000000,-0.0350000000,0.0350000000,0.0000000000,0.2470000000,0.2470000000,0.0000000000,-0.9047947967,-0.3264773786,-0.0700000000,-0.0700000000,0.0000000000,-0.0061088050,-0.5886794329,-0.0080000000,0.0080000000,-1.0561779496,0.3073808551,1.2527905179,0.0631949231,-2.6249782000,0.4319463372,0.3821700835,-0.2223821729,-0.4429554816,-0.1366339922
84,1.6800000000,SERVE_READY,0,-0.1810000000,-0.1810000000,0.0000000000,0.0060000000,-0.0060000000,0.0000000000,-0.0350000000,0.0350000000,0.0000000000,0.2470000000,0.2470000000,0.0000000000,-0.9047947967,-0.3264773786,-0.0700000000,-0.0700000000,0.0000000000,-0.0061088050,-0.5886794329,-0.0080000000,0.0080000000,-1.0561779496,0.3073808551,1.2527905179,0.0631949231,-2.6249782000,0.4319463372,0.3821700835,-0.2223821729,-0.4429554816,-0.1366339922
85,1.7000000000,PRE_SWING,2,-0.1810000000,-0.1810000000,0.0000000000,0.0060000000,-0.0060000000,0.0000000000,-0.0350000000,0.0350000000,0.0000000000,0.2470000000,0.2470000000,0.0000000000,-0.9047947967,-0.3264773786,-0.0700000000,-0.0700000000,0.0000000000,-0.0061088050,-0.5886794329,-0.0080000000,0.0080000000,-1.0561779496,0.3073808551,1.2527905179,0.0631949231,-2.6249782000,0.4319463372,0.3821700835,-0.2223821729,-0.4429554816,-0.1366339922
86,1.7200000000,PRE_SWING,0,-0.1810000000,-0.1810000000,0.0000000000,0.0060000000,-0.0060000000,0.0000000000,-0.0350000000,0.0350000000,0.0000000000,0.2470000000,0.2470000000,0.0000000000,-0.9047947967,-0.3262255639,-0.0700000000,-0.0700000000,0.0000000000,-0.0061088050,-0.5896542072,-0.0080000000,0.0080000000,-1.0561779496,0.3072485626,1.2527905179,0.0625280328,-2.6249782000,0.4306434244,0.3821700835,-0.2227268592,-0.4429554816,-0.1371173784
87,1.7400000000,PRE_SWING,0,-0.1810000000,-0.1810000000,0.0000000000,0.0060000000,-0.0060000000,0.0000000000,-0.0350000000,0.0350000000,0.0000000000,0.2470000000,0.2470000000,0.0000000000,-0.9047947967,-0.3259737492,-0.0700000000,-0.0700000000,0.0000000000,-0.0061088050,-0.5906289816,-0.0080000000,0.0080000000,-1.0561779496,0.3071162701,1.2527905179,0.0618611425,-2.6249782000,0.4293405116,0.3821700835,-0.2230715454,-0.4429554816,-0.1376007646
88,1.7600000000,PRE_SWING,0,-0.1810000000,-0.1810000000,0.0000000000,0.0060000000,-0.0060000000,0.0000000000,-0.0350000000,0.0350000000,0.0000000000,0.2470000000,0.2470000000,0.0000000000,-0.9047947967,-0.3256504387,-0.0700000000,-0.0700000000,0.0000000000,-0.0061088050,-0.5915443897,-0.0080000000,0.0080000000,-1.0561779496,0.3068356514,1.2527905179,0.0610337518,-2.6249782000,0.4278117865,0.3821700835,-0.2234412581,-0.4429554816,-0.1381305382
89,1.7800000000,PRE_SWING,0,-0.1810000000,-0.1810000000,0.0000000000,0.0060000000,-0.0060000000,0.0000000000,-0.0350000000,0.0350000000,0.0000000000,0.2470000000,0.2470000000,0.0000000000,-0.9047947967,-0.3253271282,-0.0700000000,-0.0700000000,0.0000000000,-0.0061088050,-0.5924597979,-0.0080000000,0.0080000000,-1.0561779496,0.3065550327,1.2527905179,0.0602063611,-2.6249782000,0.4262830615,0.3821700835,-0.2238109708,-0.4429554816,-0.1386603117
90,1.8000000000,PRE_SWING,0,-0.1810000000,-0.1810000000,0.0000000000,0.0060000000,-0.0060000000,0.0000000000,-0.0350000000,0.0350000000,0.0000000000,0.2470000000,0.2470000000,0.0000000000,-0.9047947967,-0.3248609006,-0.0700000000,-0.0700000000,0.0000000000,-0.0061088050,-0.5932564437,-0.0080000000,0.0080000000,-1.0561779496,0.3059777915,1.2527905179,0.0590579733,-2.6249782000,0.4243027270,0.3821700835,-0.2242307290,-0.4429554816,-0.1392828599
91,1.8200000000,PRE_SWING,0,-0.1810000000,-0.1810000000,0.0000000000,0.0060000000,-0.0060000000,0.0000000000,-0.0350000000,0.0350000000,0.0000000000,0.2470000000,0.2470000000,0.0000000000,-0.9047947967,-0.3243946731,-0.0700000000,-0.0700000000,0.0000000000,-0.0061088050,-0.5940530896,-0.0080000000,0.0080000000,-1.0561779496,0.3054005504,1.2527905179,0.0579095855,-2.6249782000,0.4223223925,0.3821700835,-0.2246504873,-0.4429554816,-0.1399054080
92,1.8400000000,PRE_SWING,0,-0.1810000000,-0.1810000000,0.0000000000,0.0060000000,-0.0060000000,0.0000000000,-0.0350000000,0.0350000000,0.0000000000,0.2470000000,0.2470000000,0.0000000000,-0.9047947967,-0.3239344358,-0.0700000000,-0.0700000000,0.0000000000,-0.0061088050,-0.5949138701,-0.0080000000,0.0080000000,-1.0561779496,0.3048128933,1.2527905179,0.0568230823,-2.6249782000,0.4200282097,0.3821700835,-0.2250747755,-0.4429554816,-0.1405546814
93,1.8600000000,PRE_SWING,0,-0.1810000000,-0.1810000000,0.0000000000,0.0060000000,-0.0060000000,0.0000000000,-0.0350000000,0.0350000000,0.0000000000,0.2470000000,0.2470000000,0.0000000000,-0.9047947967,-0.3234741986,-0.0700000000,-0.0700000000,0.0000000000,-0.0061088050,-0.5957746506,-0.0080000000,0.0080000000,-1.0561779496,0.3042252362,1.2527905179,0.0557365790,-2.6249782000,0.4177340269,0.3821700835,-0.2254990637,-0.4429554816,-0.1412039548
