schema,pp_serve_clip_v1
policy_hz,50.0000000000
frame,time_s,phase,event_mask,left_hip_pitch_joint,right_hip_pitch_joint,waist_yaw_joint,left_hip_roll_joint,right_hip_roll_joint,waist_roll_joint,left_hip_yaw_joint,right_hip_yaw_joint,waist_pitch_joint,left_knee_joint,right_knee_joint,head_yaw_joint,left_shoulder_pitch_joint,right_shoulder_pitch_joint,left_ankle_pitch_joint,right_ankle_pitch_joint,head_pitch_joint,left_shoulder_roll_joint,right_shoulder_roll_joint,left_ankle_roll_joint,right_ankle_roll_joint,left_shoulder_yaw_joint,right_shoulder_yaw_joint,left_elbow_joint,right_elbow_joint,left_wrist_roll_joint,right_wrist_roll_joint,left_wrist_pitch_joint,right_wrist_pitch_joint,left_wrist_yaw_joint,right_wrist_yaw_joint
94,1.8800000000,PRE_SWING,0,-0.1810000000,-0.1810000000,0.0000000000,0.0060000000,-0.0060000000,0.0000000000,-0.0350000000,0.0350000000,0.0000000000,0.2470000000,0.2470000000,0.0000000000,-0.9047947967,-0.3230169415,-0.0700000000,-0.0700000000,0.0000000000,-0.0061088050,-0.5966675282,-0.0080000000,0.0080000000,-1.0561779496,0.3036323637,1.2527905179,0.0546810143,-2.6249782000,0.4152829349,0.3821700835,-0.2259256318,-0.4429554816,-0.1418665871
95,1.9000000000,PRE_SWING,0,-0.1810000000,-0.1810000000,0.0000000000,0.0060000000,-0.0060000000,0.0000000000,-0.0350000000,0.0350000000,0.0000000000,0.2470000000,0.2470000000,0.0000000000,-0.9047947967,-0.3225596845,-0.0700000000,-0.0700000000,0.0000000000,-0.0061088050,-0.5975604057,-0.0080000000,0.0080000000,-1.0561779496,0.3030394912,1.2527905179,0.0536254495,-2.6249782000,0.4128318429,0.3821700835,-0.2263521999,-0.4429554816,-0.1425292194
96,1.9200000000,PRE_SWING,0,-0.1810000000,-0.1810000000,0.0000000000,0.0060000000,-0.0060000000,0.0000000000,-0.0350000000,0.0350000000,0.0000000000,0.2470000000,0.2470000000,0.0000000000,-0.9047947967,-0.3222766668,-0.0700000000,-0.0700000000,0.0000000000,-0.0061088050,-0.5983568430,-0.0080000000,0.0080000000,-1.0561779496,0.3025412858,1.2527905179,0.0530917943,-2.6249782000,0.4102813452,0.3821700835,-0.2267675772,-0.4429554816,-0.1430980265
97,1.9400000000,PRE_SWING,0,-0.1810000000,-0.1810000000,0.0000000000,0.0060000000,-0.0060000000,0.0000000000,-0.0350000000,0.0350000000,0.0000000000,0.2470000000,0.2470000000,0.0000000000,-0.9047947967,-0.3219936490,-0.0700000000,-0.0700000000,0.0000000000,-0.0061088050,-0.5991532803,-0.0080000000,0.0080000000,-1.0561779496,0.3020430803,1.2527905179,0.0525581390,-2.6249782000,0.4077308476,0.3821700835,-0.2271829545,-0.4429554816,-0.1436668336
98,1.9600000000,PRE_SWING,0,-0.1810000000,-0.1810000000,0.0000000000,0.0060000000,-0.0060000000,0.0000000000,-0.0350000000,0.0350000000,0.0000000000,0.2470000000,0.2470000000,0.0000000000,-0.9047947967,-0.3218031973,-0.0700000000,-0.0700000000,0.0000000000,-0.0061088050,-0.6001192629,-0.0080000000,0.0080000000,-1.0561779496,0.3016724885,1.2527905179,0.0520320255,-2.6249782000,0.4051927477,0.3821700835,-0.2275613993,-0.4429554816,-0.1441660970
99,1.9800000000,PRE_SWING,0,-0.1810000000,-0.1810000000,0.0000000000,0.0060000000,-0.0060000000,0.0000000000,-0.0350000000,0.0350000000,0.0000000000,0.2470000000,0.2470000000,0.0000000000,-0.9047947967,-0.3216127455,-0.0700000000,-0.0700000000,0.0000000000,-0.0061088050,-0.6010852456,-0.0080000000,0.0080000000,-1.0561779496,0.3013018966,1.2527905179,0.0515059121,-2.6249782000,0.4026546478,0.3821700835,-0.2279398441,-0.4429554816,-0.1446653605
100,2.0000000000,PRE_SWING,0,-0.1810000000,-0.1810000000,0.0000000000,0.0060000000,-0.0060000000,0.0000000000,-0.0350000000,0.0350000000,0.0000000000,0.2470000000,0.2470000000,0.0000000000,-0.9047947967,-0.3216074407,-0.0700000000,-0.0700000000,0.0000000000,-0.0061088050,-0.6023902297,-0.0080000000,0.0080000000,-1.0561779496,0.3011865020,1.2527905179,0.0509948786,-2.6249782000,0.4001413733,0.3821700835,-0.2282444313,-0.4429554816,-0.1450255588
101,2.0200000000,PRE_SWING,0,-0.1810000000,-0.1810000000,0.0000000000,0.0060000000,-0.0060000000,0.0000000000,-0.0350000000,0.0350000000,0.0000000000,0.2470000000,0.2470000000,0.0000000000,-0.9047947967,-0.3216021359,-0.0700000000,-0.0700000000,0.0000000000,-0.0061088050,-0.6036952138,-0.0080000000,0.0080000000,-1.0561779496,0.3010711074,1.2527905179,0.0504838452,-2.6249782000,0.3976280987,0.3821700835,-0.2285490185,-0.4429554816,-0.1453857571
102,2.0400000000,PRE_SWING,0,-0.1810000000,-0.1810000000,0.0000000000,0.0060000000,-0.0060000000,0.0000000000,-0.0350000000,0.0350000000,0.0000000000,0.2470000000,0.2470000000,0.0000000000,-0.9047947967,-0.3217464983,-0.0700000000,-0.0700000000,0.0000000000,-0.0061088050,-0.6050277352,-0.0080000000,0.0080000000,-1.0561779496,0.3010734767,1.2527905179,0.0501624700,-2.6249782000,0.3952194154,0.3821700835,-0.2287537381,-0.4429554816,-0.1455301717
103,2.0600000000,PRE_SWING,0,-0.1810000000,-0.1810000000,0.0000000000,0.0060000000,-0.0060000000,0.0000000000,-0.0350000000,0.0350000000,0.0000000000,0.2470000000,0.2470000000,0.0000000000,-0.9047947967,-0.3218908608,-0.0700000000,-0.0700000000,0.0000000000,-0.0061088050,-0.6063602567,-0.0080000000,0.0080000000,-1.0561779496,0.3010758460,1.2527905179,0.0498410948,-2.6249782000,0.3928107321,0.3821700835,-0.2289584577,-0.4429554816,-0.1456745863
104,2.0800000000,PRE_SWING,0,-0.1810000000,-0.1810000000,0.0000000000,0.0060000000,-0.0060000000,0.0000000000,-0.0350000000,0.0350000000,0.0000000000,0.2470000000,0.2470000000,0.0000000000,-0.9047947967,-0.3221100867,-0.0700000000,-0.0700000000,0.0000000000,-0.0061088050,-0.6077065468,-0.0080000000,0.0080000000,-1.0561779496,0.3011371046,1.2527905179,0.0496145505,-2.6249782000,0.3904543668,0.3821700835,-0.2291132361,-0.4429554816,-0.1457111090
105,2.1000000000,PRE_SWING,0,-0.1810000000,-0.1810000000,0.0000000000,0.0060000000,-0.0060000000,0.0000000000,-0.0350000000,0.0350000000,0.0000000000,0.2470000000,0.2470000000,0.0000000000,-0.9047947967,-0.3223293126,-0.0700000000,-0.0700000000,0.0000000000,-0.0061088050,-0.6090528369,-0.0080000000,0.0080000000,-1.0561779496,0.3011983633,1.2527905179,0.0493880063,-2.6249782000,0.3880980015,0.3821700835,-0.2292680144,-0.4429554816,-0.1457476318
106,2.1200000000,PRE_SWING,0,-0.1810000000,-0.1810000000,0.0000000000,0.0060000000,-0.0060000000,0.0000000000,-0.0350000000,0.0350000000,0.0000000000,0.2470000000,0.2470000000,0.0000000000,-0.9047947967,-0.3225738257,-0.0700000000,-0.0700000000,0.0000000000,-0.0061088050,-0.6104686856,-0.0080000000,0.0080000000,-1.0561779496,0.3011854738,1.2527905179,0.0492533669,-2.6249782000,0.3858319968,0.3821700835,-0.2293484583,-0.4429554816,-0.1455947533
107,2.1400000000,PRE_SWING,0,-0.1810000000,-0.1810000000,0.0000000000,0.0060000000,-0.0060000000,0.0000000000,-0.0350000000,0.0350000000,0.0000000000,0.2470000000,0.2470000000,0.0000000000,-0.9047947967,-0.3228183389,-0.0700000000,-0.0700000000,0.0000000000,-0.0061088050,-0.6118845344,-0.0080000000,0.0080000000,-1.0561779496,0.3011725843,1.2527905179,0.0491187274,-2.6249782000,0.3835659921,0.3821700835,-0.2294289023,-0.4429554816,-0.1454418749
108,2.1600000000,PRE_SWING,0,-0.1810000000,-0.1810000000,0.0000000000,0.0060000000,-0.0060000000,0.0000000000,-0.0350000000,0.0350000000,0.0000000000,0.2470000000,0.2470000000,0.0000000000,-0.9047947967,-0.3229574149,-0.0700000000,-0.0700000000,0.0000000000,-0.0061088050,-0.6119293767,-0.0080000000,0.0080000000,-1.0561779496,0.3011776381,1.2527905179,0.0492469362,-2.6249782000,0.3835943399,0.3821700835,-0.2293571615,-0.4429554816,-0.1451786053
109,2.1800000000,PRE_SWING,0,-0.1810000000,-0.1810000000,0.0000000000,0.0060000000,-0.0060000000,0.0000000000,-0.0350000000,0.0350000000,0.0000000000,0.2470000000,0.2470000000,0.0000000000,-0.9047947967,-0.3238866865,-0.0700000000,-0.0700000000,0.0000000000,-0.0061088050,-0.6122290023,-0.0080000000,0.0080000000,-1.0561779496,0.3012114066,1.2527905179,0.0501035955,-2.6249782000,0.3837837531,0.3821700835,-0.2288778076,-0.4429554816,-0.1434195029
110,2.2000000000,PRE_SWING,0,-0.1810000000,-0.1810000000,0.0000000000,0.0060000000,-0.0060000000,0.0000000000,-0.0350000000,0.0350000000,0.0000000000,0.2470000000,0.2470000000,0.0000000000,-0.9047947967,-0.3262778800,-0.0700000000,-0.0700000000,0.0000000000,-0.0061088050,-0.6129999963,-0.0080000000,0.0080000000,-1.0561779496,0.3012982994,1.2527905179,0.0523079437,-2.6249782000,0.3842711495,0.3821700835,-0.2276443382,-0.4429554816,-0.1388929960
111,2.2200000000,PRE_SWING,0,-0.1810000000,-0.1810000000,0.0000000000,0.0060000000,-0.0060000000,0.0000000000,-0.0350000000,0.0350000000,0.0000000000,0.2470000000,0.2470000000,0.0000000000,-0.9047947967,-0.3306800431,-0.0700000000,-0.0700000000,0.0000000000,-0.0061088050,-0.6144193883,-0.0080000000,0.0080000000,-1.0561779496,0.3014582680,1.2527905179,0.0563661264,-2.6249782000,0.3851684412,0.3821700835,-0.2253735336,-0.4429554816,-0.1305597426
112,2.2400000000,PRE_SWING,0,-0.1810000000,-0.1810000000,0.0000000000,0.0060000000,-0.0060000000,0.0000000000,-0.0350000000,0.0350000000,0.0000000000,0.2470000000,0.2470000000,0.0000000000,-0.9047947967,-0.3375267610,-0.0700000000,-0.0700000000,0.0000000000,-0.0061088050,-0.6166269796,-0.0080000000,0.0080000000,-1.0561779496,0.3017070685,1.2527905179,0.0626778490,-2.6249782000,0.3865640059,0.3821700835,-0.2218417339,-0.4429554816,-0.1175989701
113,2.2600000000,PRE_SWING,0,-0.1810000000,-0.1810000000,0.0000000000,0.0060000000,-0.0060000000,0.0000000000,-0.0350000000,0.0350000000,0.0000000000,0.2470000000,0.2470000000,0.0000000000,-0.9047947967,-0.3471433729,-0.0700000000,-0.0700000000,0.0000000000,-0.0061088050,-0.6197276695,-0.0080000000,0.0080000000,-1.0561779496,0.3020565232,1.2527905179,0.0715430290,-2.6249782000,0.3885241573,0.3821700835,-0.2168811166,-0.4429554816,-0.0993948141
114,2.2800000000,PRE_SWING,0,-0.1810000000,-0.1810000000,0.0000000000,0.0060000000,-0.0060000000,0.0000000000,-0.0350000000,0.0350000000,0.0000000000,0.2470000000,0.2470000000,0.0000000000,-0.9047947967,-0.3597541886,-0.0700000000,-0.0700000000,0.0000000000,-0.0061088050,-0.6237937823,-0.0080000000,0.0080000000,-1.0561779496,0.3025147832,1.2527905179,0.0831684488,-2.6249782000,0.3910946165,0.3821700835,-0.2103759740,-0.4429554816,-0.0755226585
115,2.3000000000,PRE_SWING,0,-0.1810000000,-0.1810000000,0.0000000000,0.0060000000,-0.0060000000,0.0000000000,-0.0350000000,0.0350000000,0.0000000000,0.2470000000,0.2470000000,0.0000000000,-0.9047947967,-0.3754897045,-0.0700000000,-0.0700000000,0.0000000000,-0.0061088050,-0.6288673941,-0.0080000000,0.0080000000,-1.0561779496,0.3030865906,1.2527905179,0.0976744082,-2.6249782000,0.3943019825,0.3821700835,-0.2022589913,-0.4429554816,-0.0457354746
116,2.3200000000,PRE_SWING,0,-0.1810000000,-0.1810000000,0.0000000000,0.0060000000,-0.0060000000,0.0000000000,-0.0350000000,0.0350000000,0.0000000000,0.2470000000,0.2470000000,0.0000000000,-0.9047947967,-0.3943938205,-0.0700000000,-0.0700000000,0.0000000000,-0.0061088050,-0.6349626594,-0.0080000000,0.0080000000,-1.0561779496,0.3037735407,1.2527905179,0.1151013765,-2.6249782000,0.3981552034,0.3821700835,-0.1925075230,-0.4429554816,-0.0099501607
117,2.3400000000,PRE_SWING,0,-0.1810000000,-0.1810000000,0.0000000000,0.0060000000,-0.0060000000,0.0000000000,-0.0350000000,0.0350000000,0.0000000000,0.2470000000,0.2470000000,0.0000000000,-0.9047947967,-0.4164310559,-0.0700000000,-0.0700000000,0.0000000000,-0.0061088050,-0.6420681383,-0.0080000000,0.0080000000,-1.0561779496,0.3045743441,1.2527905179,0.1354166457,-2.6249782000,0.4026470472,0.3821700835,-0.1811398716,-0.4429554816,0.0317661189
118,2.3600000000,PRE_SWING,0,-0.1810000000,-0.1810000000,0.0000000000,0.0060000000,-0.0060000000,0.0000000000,-0.0350000000,0.0350000000,0.0000000000,0.2470000000,0.2470000000,0.0000000000,-0.9047947967,-0.4414937662,-0.0700000000,-0.0700000000,0.0000000000,-0.0061088050,-0.6501491228,-0.0080000000,0.0080000000,-1.0561779496,0.3054850892,1.2527905179,0.1585209822,-2.6249782000,0.4077555727,0.3821700835,-0.1682115642,-0.4429554816,0.0792095939
119,2.3800000000,PRE_SWING,0,-0.1810000000,-0.1810000000,0.0000000000,0.0060000000,-0.0060000000,0.0000000000,-0.0350000000,0.0350000000,0.0000000000,0.2470000000,0.2470000000,0.0000000000,-0.9047947967,-0.4694093590,-0.0700000000,-0.0700000000,0.0000000000,-0.0061088050,-0.6591499640,-0.0080000000,0.0080000000,-1.0561779496,0.3064995041,1.2527905179,0.1842552801,-2.6249782000,0.4134456005,0.3821700835,-0.1538116304,-0.4429554816,0.1320535489
120,2.4000000000,PRE_SWING,0,-0.1810000000,-0.1810000000,0.0000000000,0.0060000000,-0.0060000000,0.0000000000,-0.0350000000,0.0350000000,0.0000000000,0.2470000000,0.2470000000,0.0000000000,-0.9047947967,-0.4999475112,-0.0700000000,-0.0700000000,0.0000000000,-0.0061088050,-0.6689963986,-0.0080000000,0.0080000000,-1.0561779496,0.3076092194,1.2527905179,0.2124072133,-2.6249782000,0.4196701839,0.3821700835,-0.1380588800,-0.4429554816,0.1898619839
121,2.4200000000,PRE_SWING,0,-0.1810000000,-0.1810000000,0.0000000000,0.0060000000,-0.0060000000,0.0000000000,-0.0350000000,0.0350000000,0.0000000000,0.2470000000,0.2470000000,0.0000000000,-0.9047947967,-0.5328273844,-0.0700000000,-0.0700000000,0.0000000000,-0.0061088050,-0.6795978756,-0.0080000000,0.0080000000,-1.0561779496,0.3088040296,1.2527905179,0.2427178880,-2.6249782000,0.4263720797,0.3821700835,-0.1210981801,-0.4429554816,0.2521032750
122,2.4400000000,PRE_SWING,0,-0.1810000000,-0.1810000000,0.0000000000,0.0060000000,-0.0060000000,0.0000000000,-0.0350000000,0.0350000000,0.0000000000,0.2470000000,0.2470000000,0.0000000000,-0.9047947967,-0.5677248422,-0.0700000000,-0.0700000000,0.0000000000,-0.0061088050,-0.6908498837,-0.0080000000,0.0080000000,-1.0561779496,0.3100721561,1.2527905179,0.2748884953,-2.6249782000,0.4334852191,0.3821700835,-0.1030967325,-0.4429554816,0.3181638347
123,2.4600000000,PRE_SWING,0,-0.1810000000,-0.1810000000,0.0000000000,0.0060000000,-0.0060000000,0.0000000000,-0.0350000000,0.0350000000,0.0000000000,0.2470000000,0.2470000000,0.0000000000,-0.9047947967,-0.6042796661,-0.0700000000,-0.0700000000,0.0000000000,-0.0061088050,-0.7026362772,-0.0080000000,0.0080000000,-1.0561779496,0.3114005091,1.2527905179,0.3085869638,-2.6249782000,0.4409361791,0.3821700835,-0.0842403520,-0.4429554816,0.3873617729
124,2.4800000000,PRE_SWING,0,-0.1810000000,-0.1810000000,0.0000000000,0.0060000000,-0.0060000000,0.0000000000,-0.0350000000,0.0350000000,0.0000000000,0.2470000000,0.2470000000,0.0000000000,-0.9047947967,-0.6421027719,-0.0700000000,-0.0700000000,0.0000000000,-0.0061088050,-0.7148316037,-0.0080000000,0.0080000000,-1.0561779496,0.3127749497,1.2527905179,0.3434546121,-2.6249782000,0.4486456526,0.3821700835,-0.0647297431,-0.4429554816,0.4589605567
125,2.5000000000,PRE_SWING,0,-0.1810000000,-0.1810000000,0.0000000000,0.0060000000,-0.0060000000,0.0000000000,-0.0350000000,0.0350000000,0.0000000000,0.2470000000,0.2470000000,0.0000000000,-0.9047947967,-0.6807834263,-0.0700000000,-0.0700000000,0.0000000000,-0.0061088050,-0.7273034300,-0.0080000000,0.0080000000,-1.0561779496,0.3141805525,1.2527905179,0.3791128010,-2.6249782000,0.4565299201,0.3821700835,-0.0447767776,-0.4429554816,0.5321826721
126,2.5200000000,PRE_SWING,0,-0.1810000000,-0.1810000000,0.0000000000,0.0060000000,-0.0060000000,0.0000000000,-0.0350000000,0.0350000000,0.0000000000,0.2470000000,0.2470000000,0.0000000000,-0.9047947967,-0.7198964632,-0.0700000000,-0.0700000000,0.0000000000,-0.0061088050,-0.7399146698,-0.0080000000,0.0080000000,-1.0561779496,0.3156018674,1.2527905179,0.4151695865,-2.6249782000,0.4645023199,0.3821700835,-0.0246007727,-0.4429554816,0.6062232834
127,2.5400000000,PRE_SWING,0,-0.1810000000,-0.1810000000,0.0000000000,0.0060000000,-0.0060000000,0.0000000000,-0.0350000000,0.0350000000,0.0000000000,0.2470000000,0.2470000000,0.0000000000,-0.9047947967,-0.7590095002,-0.0700000000,-0.0700000000,0.0000000000,-0.0061088050,-0.7525259095,-0.0080000000,0.0080000000,-1.0561779496,0.3170231824,1.2527905179,0.4512263721,-2.6249782000,0.4724747198,0.3821700835,-0.0044247678,-0.4429554816,0.6802638948
128,2.5600000000,PRE_SWING,0,-0.1810000000,-0.1810000000,0.0000000000,0.0060000000,-0.0060000000,0.0000000000,-0.0350000000,0.0350000000,0.0000000000,0.2470000000,0.2470000000,0.0000000000,-0.9047947967,-0.7976901546,-0.0700000000,-0.0700000000,0.0000000000,-0.0061088050,-0.7649977359,-0.0080000000,0.0080000000,-1.0561779496,0.3184287852,1.2527905179,0.4868845610,-2.6249782000,0.4803589872,0.3821700835,0.0155281977,-0.4429554816,0.7534860102
129,2.5800000000,PRE_SWING,0,-0.1810000000,-0.1810000000,0.0000000000,0.0060000000,-0.0060000000,0.0000000000,-0.0350000000,0.0350000000,0.0000000000,0.2470000000,0.2470000000,0.0000000000,-0.9047947967,-0.8355132604,-0.0700000000,-0.0700000000,0.0000000000,-0.0061088050,-0.7771930623,-0.0080000000,0.0080000000,-1.0561779496,0.3198032258,1.2527905179,0.5217522093,-2.6249782000,0.4880684607,0.3821700835,0.0350388066,-0.4429554816,0.8250847940
130,2.6000000000,PRE_SWING,0,-0.1810000000,-0.1810000000,0.0000000000,0.0060000000,-0.0060000000,0.0000000000,-0.0350000000,0.0350000000,0.0000000000,0.2470000000,0.2470000000,0.0000000000,-0.9047947967,-0.8720680842,-0.0700000000,-0.0700000000,0.0000000000,-0.0061088050,-0.7889794559,-0.0080000000,0.0080000000,-1.0561779496,0.3211315788,1.2527905179,0.5554506778,-2.6249782000,0.4955194207,0.3821700835,0.0538951871,-0.4429554816,0.8942827322
131,2.6200000000,PRE_SWING,0,-0.1810000000,-0.1810000000,0.0000000000,0.0060000000,-0.0060000000,0.0000000000,-0.0350000000,0.0350000000,0.0000000000,0.2470000000,0.2470000000,0.0000000000,-0.9047947967,-0.9069655421,-0.0700000000,-0.0700000000,0.0000000000,-0.0061088050,-0.8002314639,-0.0080000000,0.0080000000,-1.0561779496,0.3223997053,1.2527905179,0.5876212851,-2.6249782000,0.5026325602,0.3821700835,0.0718966346,-0.4429554816,0.9603432919
132,2.6400000000,PRE_SWING,0,-0.1810000000,-0.1810000000,0.0000000000,0.0060000000,-0.0060000000,0.0000000000,-0.0350000000,0.0350000000,0.0000000000,0.2470000000,0.2470000000,0.0000000000,-0.9047947967,-0.9398454153,-0.0700000000,-0.0700000000,0.0000000000,-0.0061088050,-0.8108329410,-0.0080000000,0.0080000000,-1.0561779496,0.3235945155,1.2527905179,0.6179319598,-2.6249782000,0.5093344560,0.3821700835,0.0888573346,-0.4429554816,1.0225845830
133,2.6600000000,PRE_SWING,0,-0.1810000000,-0.1810000000,0.0000000000,0.0060000000,-0.0060000000,0.0000000000,-0.0350000000,0.0350000000,0.0000000000,0.2470000000,0.2470000000,0.0000000000,-0.9047947967,-0.9703835674,-0.0700000000,-0.0700000000,0.0000000000,-0.0061088050,-0.8206793755,-0.0080000000,0.0080000000,-1.0561779496,0.3247042308,1.2527905179,0.6460838930,-2.6249782000,0.5155590393,0.3821700835,0.1046100850,-0.4429554816,1.0803930180
134,2.6800000000,PRE_SWING,0,-0.1810000000,-0.1810000000,0.0000000000,0.0060000000,-0.0060000000,0.0000000000,-0.0350000000,0.0350000000,0.0000000000,0.2470000000,0.2470000000,0.0000000000,-0.9047947967,-0.9982991603,-0.0700000000,-0.0700000000,0.0000000000,-0.0061088050,-0.8296802167,-0.0080000000,0.0080000000,-1.0561779496,0.3257186457,1.2527905179,0.6718181909,-2.6249782000,0.5212490672,0.3821700835,0.1190100187,-0.4429554816,1.1332369730
135,2.7000000000,PRE_SWING,0,-0.1810000000,-0.1810000000,0.0000000000,0.0060000000,-0.0060000000,0.0000000000,-0.0350000000,0.0350000000,0.0000000000,0.2470000000,0.2470000000,0.0000000000,-0.9047947967,-1.0233618705,-0.0700000000,-0.0700000000,0.0000000000,-0.0061088050,-0.8377612012,-0.0080000000,0.0080000000,-1.0561779496,0.3266293908,1.2527905179,0.6949225274,-2.6249782000,0.5263575927,0.3821700835,0.1319383262,-0.4429554816,1.1806804480
136,2.7200000000,PRE_SWING,0,-0.1810000000,-0.1810000000,0.0000000000,0.0060000000,-0.0060000000,0.0000000000,-0.0350000000,0.0350000000,0.0000000000,0.2470000000,0.2470000000,0.0000000000,-0.9047947967,-1.0453991060,-0.0700000000,-0.0700000000,0.0000000000,-0.0061088050,-0.8448666801,-0.0080000000,0.0080000000,-1.0561779496,0.3274301942,1.2527905179,0.7152377965,-2.6249782000,0.5308494365,0.3821700835,0.1433059776,-0.4429554816,1.2223967276
137,2.7400000000,PRE_SWING,0,-0.1810000000,-0.1810000000,0.0000000000,0.0060000000,-0.0060000000,0.0000000000,-0.0350000000,0.0350000000,0.0000000000,0.2470000000,0.2470000000,0.0000000000,-0.9047947967,-1.0643032220,-0.0700000000,-0.0700000000,0.0000000000,-0.0061088050,-0.8509619455,-0.0080000000,0.0080000000,-1.0561779496,0.3281171442,1.2527905179,0.7326647649,-2.6249782000,0.5347026574,0.3821700835,0.1530574458,-0.4429554816,1.2581820415
138,2.7600000000,PRE_SWING,0,-0.1810000000,-0.1810000000,0.0000000000,0.0060000000,-0.0060000000,0.0000000000,-0.0350000000,0.0350000000,0.0000000000,0.2470000000,0.2470000000,0.0000000000,-0.9047947967,-1.0800387379,-0.0700000000,-0.0700000000,0.0000000000,-0.0061088050,-0.8560355572,-0.0080000000,0.0080000000,-1.0561779496,0.3286889517,1.2527905179,0.7471707242,-2.6249782000,0.5379100234,0.3821700835,0.1611744286,-0.4429554816,1.2879692254
139,2.7800000000,PRE_SWING,0,-0.1810000000,-0.1810000000,0.0000000000,0.0060000000,-0.0060000000,0.0000000000,-0.0350000000,0.0350000000,0.0000000000,0.2470000000,0.2470000000,0.0000000000,-0.9047947967,-1.0926495536,-0.0700000000,-0.0700000000,0.0000000000,-0.0061088050,-0.8601016700,-0.0080000000,0.0080000000,-1.0561779496,0.3291472117,1.2527905179,0.7587961441,-2.6249782000,0.5404804826,0.3821700835,0.1676795711,-0.4429554816,1.3118413810
140,2.8000000000,PRE_SWING,0,-0.1810000000,-0.1810000000,0.0000000000,0.0060000000,-0.0060000000,0.0000000000,-0.0350000000,0.0350000000,0.0000000000,0.2470000000,0.2470000000,0.0000000000,-0.9047947967,-1.1022661655,-0.0700000000,-0.0700000000,0.0000000000,-0.0061088050,-0.8632023599,-0.0080000000,0.0080000000,-1.0561779496,0.3294966664,1.2527905179,0.7676613241,-2.6249782000,0.5424406340,0.3821700835,0.1726401885,-0.4429554816,1.3300455370
141,2.8200000000,PRE_SWING,0,-0.1810000000,-0.1810000000,0.0000000000,0.0060000000,-0.0060000000,0.0000000000,-0.0350000000,0.0350000000,0.0000000000,0.2470000000,0.2470000000,0.0000000000,-0.9047947967,-1.1091128834,-0.0700000000,-0.0700000000,0.0000000000,-0.0061088050,-0.8654099512,-0.0080000000,0.0080000000,-1.0561779496,0.3297454669,1.2527905179,0.7739730467,-2.6249782000,0.5438361987,0.3821700835,0.1761719882,-0.4429554816,1.3430063095
142,2.8400000000,PRE_SWING,0,-0.1810000000,-0.1810000000,0.0000000000,0.0060000000,-0.0060000000,0.0000000000,-0.0350000000,0.0350000000,0.0000000000,0.2470000000,0.2470000000,0.0000000000,-0.9047947967,-1.1135150464,-0.0700000000,-0.0700000000,0.0000000000,-0.0061088050,-0.8668293433,-0.0080000000,0.0080000000,-1.0561779496,0.3299054355,1.2527905179,0.7780312294,-2.6249782000,0.5447334904,0.3821700835,0.1784427928,-0.4429554816,1.3513395629
143,2.8600000000,PRE_SWING,0,-0.1810000000,-0.1810000000,0.0000000000,0.0060000000,-0.0060000000,0.0000000000,-0.0350000000,0.0350000000,0.0000000000,0.2470000000,0.2470000000,0.0000000000,-0.9047947967,-1.1159062400,-0.0700000000,-0.0700000000,0.0000000000,-0.0061088050,-0.8676003372,-0.0080000000,0.0080000000,-1.0561779496,0.3299923283,1.2527905179,0.7802355776,-2.6249782000,0.5452208867,0.3821700835,0.1796762622,-0.4429554816,1.3558660698
144,2.8800000000,PRE_SWING,0,-0.1810000000,-0.1810000000,0.0000000000,0.0060000000,-0.0060000000,0.0000000000,-0.0350000000,0.0350000000,0.0000000000,0.2470000000,0.2470000000,0.0000000000,-0.9047947967,-1.1168355116,-0.0700000000,-0.0700000000,0.0000000000,-0.0061088050,-0.8678999628,-0.0080000000,0.0080000000,-1.0561779496,0.3300260968,1.2527905179,0.7810922369,-2.6249782000,0.5454102999,0.3821700835,0.1801556161,-0.4429554816,1.3576251722
145,2.9000000000,PRE_SWING,0,-0.1810000000,-0.1810000000,0.0000000000,0.0060000000,-0.0060000000,0.0000000000,-0.0350000000,0.0350000000,0.0000000000,0.2470000000,0.2470000000,0.0000000000,-0.9047947967,-1.1169745876,-0.0700000000,-0.0700000000,0.0000000000,-0.0061088050,-0.8679448052,-0.0080000000,0.0080000000,-1.0561779496,0.3300311506,1.2527905179,0.7812204456,-2.6249782000,0.5454386477,0.3821700835,0.1802273569,-0.4429554816,1.3578884418
146,2.9200000000,PRE_SWING,0,-0.1810000000,-0.1810000000,0.0000000000,0.0060000000,-0.0060000000,0.0000000000,-0.0350000000,0.0350000000,0.0000000000,0.2470000000,0.2470000000,0.0000000000,-0.9047947967,-1.1169745876,-0.0700000000,-0.0700000000,0.0000000000,-0.0061088050,-0.8679448052,-0.0080000000,0.0080000000,-1.0561779496,0.3300311506,1.2527905179,0.7812204456,-2.6249782000,0.5454386477,0.3821700835,0.1802273569,-0.4429554816,1.3578884418
147,2.9400000000,PRE_SWING,0,-0.1810000000,-0.1810000000,0.0000000000,0.0060000000,-0.0060000000,0.0000000000,-0.0350000000,0.0350000000,0.0000000000,0.2470000000,0.2470000000,0.0000000000,-0.9047947967,-1.1169745876,-0.0700000000,-0.0700000000,0.0000000000,-0.0061088050,-0.8679448052,-0.0080000000,0.0080000000,-1.0561779496,0.3300311506,1.2527905179,0.7812204456,-2.6249782000,0.5454386477,0.3821700835,0.1802273569,-0.4429554816,1.3578884418
